runs,prompt,metric_name,dataset_name,score,step
xxl-lm-d4-og-091621,_Replace,auc-pr (Rank),winogrande_winogrande_debiased,,1112000
xxl-lm-d4-og-091621,_does_underscore_refer_to,auc-pr (Rank),winogrande_winogrande_debiased,,1112000
xxl-lm-d4-og-091621,_fill_in_the_blank,auc-pr (Rank),winogrande_winogrande_debiased,,1112000
xxl-lm-d4-og-091621,_stand_for,auc-pr (Rank),winogrande_winogrande_debiased,,1112000
xxl-lm-d4-og-091621,_underscore_refer_to,auc-pr (Rank),winogrande_winogrande_debiased,,1112000
xl-lm-d4-091621,_Replace,auc-pr (Rank),winogrande_winogrande_debiased,,1112000
xl-lm-d4-091621,_does_underscore_refer_to,auc-pr (Rank),winogrande_winogrande_debiased,,1112000
xl-lm-d4-091621,_fill_in_the_blank,auc-pr (Rank),winogrande_winogrande_debiased,,1112000
xl-lm-d4-091621,_stand_for,auc-pr (Rank),winogrande_winogrande_debiased,,1112000
xl-lm-d4-091621,_underscore_refer_to,auc-pr (Rank),winogrande_winogrande_debiased,,1112000
xxl-lm-d4-091621-512,_Replace,auc-roc (Rank),winogrande_winogrande_debiased,59.74278259277344,1112200
xxl-lm-d4-091621-512,_does_underscore_refer_to,auc-roc (Rank),winogrande_winogrande_debiased,64.50389862060547,1112200
xxl-lm-d4-091621-512,_fill_in_the_blank,auc-roc (Rank),winogrande_winogrande_debiased,66.37049865722656,1112200
xxl-lm-d4-091621-512,_stand_for,auc-roc (Rank),winogrande_winogrande_debiased,65.61406707763672,1112200
xxl-lm-d4-091621-512,_underscore_refer_to,auc-roc (Rank),winogrande_winogrande_debiased,,1112200
xxl-lm-d4-gpt-091621,_Replace,auc-roc (Rank),winogrande_winogrande_debiased,,1112200
xxl-lm-d4-gpt-091621,_does_underscore_refer_to,auc-roc (Rank),winogrande_winogrande_debiased,,1112200
xxl-lm-d4-gpt-091621,_fill_in_the_blank,auc-roc (Rank),winogrande_winogrande_debiased,,1112200
xxl-lm-d4-gpt-091621,_stand_for,auc-roc (Rank),winogrande_winogrande_debiased,,1112200
xxl-lm-d4-gpt-091621,_underscore_refer_to,auc-roc (Rank),winogrande_winogrande_debiased,,1112200
xxl-lm-d4-all-091621,_Replace,auc-roc (Rank),winogrande_winogrande_debiased,,1112000
xxl-lm-d4-all-091621,_does_underscore_refer_to,auc-roc (Rank),winogrande_winogrande_debiased,,1112000
xxl-lm-d4-all-091621,_fill_in_the_blank,auc-roc (Rank),winogrande_winogrande_debiased,,1112000
xxl-lm-d4-all-091621,_stand_for,auc-roc (Rank),winogrande_winogrande_debiased,,1112000
xxl-lm-d4-all-091621,_underscore_refer_to,auc-roc (Rank),winogrande_winogrande_debiased,,1112000
xxl-lm-d4-og-091621,_Replace,auc-roc (Rank),winogrande_winogrande_debiased,,1112000
xxl-lm-d4-og-091621,_does_underscore_refer_to,auc-roc (Rank),winogrande_winogrande_debiased,,1112000
xxl-lm-d4-og-091621,_fill_in_the_blank,auc-roc (Rank),winogrande_winogrande_debiased,,1112000
xxl-lm-d4-og-091621,_stand_for,auc-roc (Rank),winogrande_winogrande_debiased,,1112000
xxl-lm-d4-og-091621,_underscore_refer_to,auc-roc (Rank),winogrande_winogrande_debiased,,1112000
xl-lm-d4-091621,_Replace,auc-roc (Rank),winogrande_winogrande_debiased,,1112000
xl-lm-d4-091621,_does_underscore_refer_to,auc-roc (Rank),winogrande_winogrande_debiased,,1112000
xl-lm-d4-091621,_fill_in_the_blank,auc-roc (Rank),winogrande_winogrande_debiased,,1112000
xl-lm-d4-091621,_stand_for,auc-roc (Rank),winogrande_winogrande_debiased,,1112000
xl-lm-d4-091621,_underscore_refer_to,auc-roc (Rank),winogrande_winogrande_debiased,,1112000
xxl-lm-d4-091621-512,_Replace,f1 (Rank),winogrande_winogrande_debiased,60.78984451293945,1112200
xxl-lm-d4-091621-512,_does_underscore_refer_to,f1 (Rank),winogrande_winogrande_debiased,66.39839172363281,1112200
xxl-lm-d4-091621-512,_fill_in_the_blank,f1 (Rank),winogrande_winogrande_debiased,69.3614501953125,1112200
xxl-lm-d4-091621-512,_stand_for,f1 (Rank),winogrande_winogrande_debiased,66.21346282958984,1112200
xxl-lm-d4-091621-512,_underscore_refer_to,f1 (Rank),winogrande_winogrande_debiased,,1112200
xxl-lm-d4-gpt-091621,_Replace,f1 (Rank),winogrande_winogrande_debiased,,1112200
xxl-lm-d4-gpt-091621,_does_underscore_refer_to,f1 (Rank),winogrande_winogrande_debiased,,1112200
xxl-lm-d4-gpt-091621,_fill_in_the_blank,f1 (Rank),winogrande_winogrande_debiased,,1112200
xxl-lm-d4-gpt-091621,_stand_for,f1 (Rank),winogrande_winogrande_debiased,,1112200
xxl-lm-d4-gpt-091621,_underscore_refer_to,f1 (Rank),winogrande_winogrande_debiased,,1112200
xxl-lm-d4-all-091621,_Replace,f1 (Rank),winogrande_winogrande_debiased,,1112000
xxl-lm-d4-all-091621,_does_underscore_refer_to,f1 (Rank),winogrande_winogrande_debiased,,1112000
xxl-lm-d4-all-091621,_fill_in_the_blank,f1 (Rank),winogrande_winogrande_debiased,,1112000
xxl-lm-d4-all-091621,_stand_for,f1 (Rank),winogrande_winogrande_debiased,,1112000
xxl-lm-d4-all-091621,_underscore_refer_to,f1 (Rank),winogrande_winogrande_debiased,,1112000
xxl-lm-d4-og-091621,_Replace,f1 (Rank),winogrande_winogrande_debiased,,1112000
xxl-lm-d4-og-091621,_does_underscore_refer_to,f1 (Rank),winogrande_winogrande_debiased,,1112000
xxl-lm-d4-og-091621,_fill_in_the_blank,f1 (Rank),winogrande_winogrande_debiased,,1112000
xxl-lm-d4-og-091621,_stand_for,f1 (Rank),winogrande_winogrande_debiased,,1112000
xxl-lm-d4-og-091621,_underscore_refer_to,f1 (Rank),winogrande_winogrande_debiased,,1112000
xl-lm-d4-091621,_Replace,f1 (Rank),winogrande_winogrande_debiased,,1112000
xl-lm-d4-091621,_does_underscore_refer_to,f1 (Rank),winogrande_winogrande_debiased,,1112000
xl-lm-d4-091621,_fill_in_the_blank,f1 (Rank),winogrande_winogrande_debiased,,1112000
xl-lm-d4-091621,_stand_for,f1 (Rank),winogrande_winogrande_debiased,,1112000
xl-lm-d4-091621,_underscore_refer_to,f1 (Rank),winogrande_winogrande_debiased,,1112000
xxl-lm-d4-091621-512,_Following_sentence_acceptable,accuracy (Rank),glue_cola,48.609779357910156,1112200
xxl-lm-d4-091621-512,_Make_sense_yes_no,accuracy (Rank),glue_cola,32.7900276184082,1112200
xxl-lm-d4-091621-512,_Previous_sentence_acceptable,accuracy (Rank),glue_cola,31.064237594604492,1112200
xxl-lm-d4-091621-512,_editing,accuracy (Rank),glue_cola,30.968360900878906,1112200
xxl-lm-d4-091621-512,_is_this_correct,accuracy (Rank),glue_cola,43.24065017700195,1112200
xxl-lm-d4-gpt-091621,_Following_sentence_acceptable,accuracy (Rank),glue_cola,43.33652877807617,1112200
xxl-lm-d4-gpt-091621,_Make_sense_yes_no,accuracy (Rank),glue_cola,31.351869583129883,1112200
xxl-lm-d4-gpt-091621,_Previous_sentence_acceptable,accuracy (Rank),glue_cola,31.160114288330078,1112200
xxl-lm-d4-gpt-091621,_editing,accuracy (Rank),glue_cola,31.160114288330078,1112200
xxl-lm-d4-gpt-091621,_is_this_correct,accuracy (Rank),glue_cola,47.65100860595703,1112200
xxl-lm-d4-all-091621,_Following_sentence_acceptable,accuracy (Rank),glue_cola,45.92521667480469,1112000
xxl-lm-d4-all-091621,_Make_sense_yes_no,accuracy (Rank),glue_cola,34.324066162109375,1112000
xxl-lm-d4-all-091621,_Previous_sentence_acceptable,accuracy (Rank),glue_cola,31.064237594604492,1112000
xxl-lm-d4-all-091621,_editing,accuracy (Rank),glue_cola,34.899330139160156,1112000
xxl-lm-d4-all-091621,_is_this_correct,accuracy (Rank),glue_cola,56.95110321044922,1112000
xxl-lm-d4-og-091621,_Following_sentence_acceptable,accuracy (Rank),glue_cola,38.54266357421875,1112000
xxl-lm-d4-og-091621,_Make_sense_yes_no,accuracy (Rank),glue_cola,30.968360900878906,1112000
xxl-lm-d4-og-091621,_Previous_sentence_acceptable,accuracy (Rank),glue_cola,30.968360900878906,1112000
xxl-lm-d4-og-091621,_editing,accuracy (Rank),glue_cola,31.064237594604492,1112000
xxl-lm-d4-og-091621,_is_this_correct,accuracy (Rank),glue_cola,33.652923583984375,1112000
xxl-lm-d4-all-og-091621,_Following_sentence_acceptable,accuracy (Rank),glue_cola,35.66634750366211,1112000
xxl-lm-d4-all-og-091621,_Make_sense_yes_no,accuracy (Rank),glue_cola,31.064237594604492,1112000
xxl-lm-d4-all-og-091621,_Previous_sentence_acceptable,accuracy (Rank),glue_cola,31.160114288330078,1112000
xxl-lm-d4-all-og-091621,_editing,accuracy (Rank),glue_cola,30.968360900878906,1112000
xxl-lm-d4-all-og-091621,_is_this_correct,accuracy (Rank),glue_cola,31.927133560180664,1112000
xxl-lm-d4-091621,_Following_sentence_acceptable,accuracy (Rank),glue_cola,66.15531921386719,1100000
xxl-lm-d4-091621,_Make_sense_yes_no,accuracy (Rank),glue_cola,31.255992889404297,1100000
xxl-lm-d4-091621,_Previous_sentence_acceptable,accuracy (Rank),glue_cola,38.4467887878418,1100000
xxl-lm-d4-091621,_editing,accuracy (Rank),glue_cola,60.59444046020508,1100000
xxl-lm-d4-091621,_is_this_correct,accuracy (Rank),glue_cola,41.03547286987305,1100000
xl-lm-d4-091621,_Following_sentence_acceptable,accuracy (Rank),glue_cola,60.88207244873047,1112000
xl-lm-d4-091621,_Make_sense_yes_no,accuracy (Rank),glue_cola,30.968360900878906,1112000
xl-lm-d4-091621,_Previous_sentence_acceptable,accuracy (Rank),glue_cola,31.255992889404297,1112000
xl-lm-d4-091621,_editing,accuracy (Rank),glue_cola,31.351869583129883,1112000
xl-lm-d4-091621,_is_this_correct,accuracy (Rank),glue_cola,31.639501571655273,1112000
xxl-lm-d4-091621-512,_Following_sentence_acceptable,auc-pr (Rank),glue_cola,70.322998046875,1112200
xxl-lm-d4-091621-512,_Make_sense_yes_no,auc-pr (Rank),glue_cola,68.11792755126953,1112200
xxl-lm-d4-091621-512,_Previous_sentence_acceptable,auc-pr (Rank),glue_cola,70.30661010742188,1112200
xxl-lm-d4-091621-512,_editing,auc-pr (Rank),glue_cola,69.50556945800781,1112200
xxl-lm-d4-091621-512,_is_this_correct,auc-pr (Rank),glue_cola,73.89019012451172,1112200
xxl-lm-d4-gpt-091621,_Following_sentence_acceptable,auc-pr (Rank),glue_cola,72.4406509399414,1112200
xxl-lm-d4-gpt-091621,_Make_sense_yes_no,auc-pr (Rank),glue_cola,74.31051635742188,1112200
xxl-lm-d4-gpt-091621,_Previous_sentence_acceptable,auc-pr (Rank),glue_cola,75.35797882080078,1112200
xxl-lm-d4-gpt-091621,_editing,auc-pr (Rank),glue_cola,74.91047668457031,1112200
xxl-lm-d4-gpt-091621,_is_this_correct,auc-pr (Rank),glue_cola,78.02400970458984,1112200
xxl-lm-d4-all-091621,_Following_sentence_acceptable,auc-pr (Rank),glue_cola,73.28321075439453,1112000
xxl-lm-d4-all-091621,_Make_sense_yes_no,auc-pr (Rank),glue_cola,73.42997741699219,1112000
xxl-lm-d4-all-091621,_Previous_sentence_acceptable,auc-pr (Rank),glue_cola,74.97772979736328,1112000
xxl-lm-d4-all-091621,_editing,auc-pr (Rank),glue_cola,76.40705871582031,1112000
xxl-lm-d4-all-091621,_is_this_correct,auc-pr (Rank),glue_cola,78.220703125,1112000
xxl-lm-d4-og-091621,_Following_sentence_acceptable,auc-pr (Rank),glue_cola,69.17777252197266,1112000
xxl-lm-d4-og-091621,_Make_sense_yes_no,auc-pr (Rank),glue_cola,71.01022338867188,1112000
xxl-lm-d4-og-091621,_Previous_sentence_acceptable,auc-pr (Rank),glue_cola,71.4708023071289,1112000
xxl-lm-d4-og-091621,_editing,auc-pr (Rank),glue_cola,73.25230407714844,1112000
xxl-lm-d4-og-091621,_is_this_correct,auc-pr (Rank),glue_cola,74.06278228759766,1112000
xxl-lm-d4-all-og-091621,_Following_sentence_acceptable,auc-pr (Rank),glue_cola,68.9485092163086,1112000
xxl-lm-d4-all-og-091621,_Make_sense_yes_no,auc-pr (Rank),glue_cola,70.6321792602539,1112000
xxl-lm-d4-all-og-091621,_Previous_sentence_acceptable,auc-pr (Rank),glue_cola,73.40960693359375,1112000
xxl-lm-d4-all-og-091621,_editing,auc-pr (Rank),glue_cola,71.5953369140625,1112000
xxl-lm-d4-all-og-091621,_is_this_correct,auc-pr (Rank),glue_cola,75.08197784423828,1112000
xxl-lm-d4-091621,_Following_sentence_acceptable,auc-pr (Rank),glue_cola,68.27872467041016,1100000
xxl-lm-d4-091621,_Make_sense_yes_no,auc-pr (Rank),glue_cola,62.0811653137207,1100000
xxl-lm-d4-091621,_Previous_sentence_acceptable,auc-pr (Rank),glue_cola,69.7997817993164,1100000
xxl-lm-d4-091621,_editing,auc-pr (Rank),glue_cola,68.74185180664062,1100000
xxl-lm-d4-091621,_is_this_correct,auc-pr (Rank),glue_cola,69.42790985107422,1100000
xl-lm-d4-091621,_Following_sentence_acceptable,auc-pr (Rank),glue_cola,69.39833068847656,1112000
xl-lm-d4-091621,_Make_sense_yes_no,auc-pr (Rank),glue_cola,72.66850280761719,1112000
xl-lm-d4-091621,_Previous_sentence_acceptable,auc-pr (Rank),glue_cola,73.5706558227539,1112000
xl-lm-d4-091621,_editing,auc-pr (Rank),glue_cola,71.6501693725586,1112000
xl-lm-d4-091621,_is_this_correct,auc-pr (Rank),glue_cola,73.66535949707031,1112000
xxl-lm-d4-091621-512,_Following_sentence_acceptable,auc-roc (Rank),glue_cola,49.292518615722656,1112200
xxl-lm-d4-091621-512,_Make_sense_yes_no,auc-roc (Rank),glue_cola,49.23264694213867,1112200
xxl-lm-d4-091621-512,_Previous_sentence_acceptable,auc-roc (Rank),glue_cola,51.81618881225586,1112200
xxl-lm-d4-091621-512,_editing,auc-roc (Rank),glue_cola,51.775054931640625,1112200
xxl-lm-d4-091621-512,_is_this_correct,auc-roc (Rank),glue_cola,57.45966339111328,1112200
xxl-lm-d4-gpt-091621,_Following_sentence_acceptable,auc-roc (Rank),glue_cola,52.66300964355469,1112200
xxl-lm-d4-gpt-091621,_Make_sense_yes_no,auc-roc (Rank),glue_cola,58.7794303894043,1112200
xxl-lm-d4-gpt-091621,_Previous_sentence_acceptable,auc-roc (Rank),glue_cola,60.716007232666016,1112200
xxl-lm-d4-gpt-091621,_editing,auc-roc (Rank),glue_cola,61.3952751159668,1112200
xxl-lm-d4-gpt-091621,_is_this_correct,auc-roc (Rank),glue_cola,63.71779251098633,1112200
xxl-lm-d4-all-091621,_Following_sentence_acceptable,auc-roc (Rank),glue_cola,54.27653884887695,1112000
xxl-lm-d4-all-091621,_Make_sense_yes_no,auc-roc (Rank),glue_cola,58.677345275878906,1112000
xxl-lm-d4-all-091621,_Previous_sentence_acceptable,auc-roc (Rank),glue_cola,60.859012603759766,1112000
xxl-lm-d4-all-091621,_editing,auc-roc (Rank),glue_cola,62.86579895019531,1112000
xxl-lm-d4-all-091621,_is_this_correct,auc-roc (Rank),glue_cola,64.70848083496094,1112000
xxl-lm-d4-og-091621,_Following_sentence_acceptable,auc-roc (Rank),glue_cola,48.94319534301758,1112000
xxl-lm-d4-og-091621,_Make_sense_yes_no,auc-roc (Rank),glue_cola,53.60933303833008,1112000
xxl-lm-d4-og-091621,_Previous_sentence_acceptable,auc-roc (Rank),glue_cola,54.297645568847656,1112000
xxl-lm-d4-og-091621,_editing,auc-roc (Rank),glue_cola,57.71595001220703,1112000
xxl-lm-d4-og-091621,_is_this_correct,auc-roc (Rank),glue_cola,57.27789306640625,1112000
xxl-lm-d4-all-og-091621,_Following_sentence_acceptable,auc-roc (Rank),glue_cola,47.3111457824707,1112000
xxl-lm-d4-all-og-091621,_Make_sense_yes_no,auc-roc (Rank),glue_cola,54.06892776489258,1112000
xxl-lm-d4-all-og-091621,_Previous_sentence_acceptable,auc-roc (Rank),glue_cola,56.92469024658203,1112000
xxl-lm-d4-all-og-091621,_editing,auc-roc (Rank),glue_cola,55.49465560913086,1112000
xxl-lm-d4-all-og-091621,_is_this_correct,auc-roc (Rank),glue_cola,59.392364501953125,1112000
xxl-lm-d4-091621,_Following_sentence_acceptable,auc-roc (Rank),glue_cola,46.38765335083008,1100000
xxl-lm-d4-091621,_Make_sense_yes_no,auc-roc (Rank),glue_cola,39.400718688964844,1100000
xxl-lm-d4-091621,_Previous_sentence_acceptable,auc-roc (Rank),glue_cola,48.921443939208984,1100000
xxl-lm-d4-091621,_editing,auc-roc (Rank),glue_cola,48.02142333984375,1100000
xxl-lm-d4-091621,_is_this_correct,auc-roc (Rank),glue_cola,49.39417266845703,1100000
xl-lm-d4-091621,_Following_sentence_acceptable,auc-roc (Rank),glue_cola,49.841705322265625,1112000
xl-lm-d4-091621,_Make_sense_yes_no,auc-roc (Rank),glue_cola,52.770263671875,1112000
xl-lm-d4-091621,_Previous_sentence_acceptable,auc-roc (Rank),glue_cola,56.0477180480957,1112000
xl-lm-d4-091621,_editing,auc-roc (Rank),glue_cola,53.55161666870117,1112000
xl-lm-d4-091621,_is_this_correct,auc-roc (Rank),glue_cola,54.506980895996094,1112000
xxl-lm-d4-091621-512,_Following_sentence_acceptable,f1 (Rank),glue_cola,54.499149322509766,1112200
xxl-lm-d4-091621-512,_Make_sense_yes_no,f1 (Rank),glue_cola,12.70236587524414,1112200
xxl-lm-d4-091621-512,_Previous_sentence_acceptable,f1 (Rank),glue_cola,0.5532503724098206,1112200
xxl-lm-d4-091621-512,_editing,f1 (Rank),glue_cola,1.0989011526107788,1112200
xxl-lm-d4-091621-512,_is_this_correct,f1 (Rank),glue_cola,38.96907043457031,1112200
xxl-lm-d4-gpt-091621,_Following_sentence_acceptable,f1 (Rank),glue_cola,40.3632698059082,1112200
xxl-lm-d4-gpt-091621,_Make_sense_yes_no,f1 (Rank),glue_cola,2.981029748916626,1112200
xxl-lm-d4-gpt-091621,_Previous_sentence_acceptable,f1 (Rank),glue_cola,0.8287292718887329,1112200
xxl-lm-d4-gpt-091621,_editing,f1 (Rank),glue_cola,1.9125683307647705,1112200
xxl-lm-d4-gpt-091621,_is_this_correct,f1 (Rank),glue_cola,46.365421295166016,1112200
xxl-lm-d4-all-091621,_Following_sentence_acceptable,f1 (Rank),glue_cola,45.769229888916016,1112000
xxl-lm-d4-all-091621,_Make_sense_yes_no,f1 (Rank),glue_cola,14.05269718170166,1112000
xxl-lm-d4-all-091621,_Previous_sentence_acceptable,f1 (Rank),glue_cola,0.5532503724098206,1112000
xxl-lm-d4-all-091621,_editing,f1 (Rank),glue_cola,16.06922149658203,1112000
xxl-lm-d4-all-091621,_is_this_correct,f1 (Rank),glue_cola,62.109703063964844,1112000
xxl-lm-d4-og-091621,_Following_sentence_acceptable,f1 (Rank),glue_cola,29.32745361328125,1112000
xxl-lm-d4-og-091621,_Make_sense_yes_no,f1 (Rank),glue_cola,1.3698630332946777,1112000
xxl-lm-d4-og-091621,_Previous_sentence_acceptable,f1 (Rank),glue_cola,0.2770083248615265,1112000
xxl-lm-d4-og-091621,_editing,f1 (Rank),glue_cola,0.8275862336158752,1112000
xxl-lm-d4-og-091621,_is_this_correct,f1 (Rank),glue_cola,10.36269474029541,1112000
xxl-lm-d4-all-og-091621,_Following_sentence_acceptable,f1 (Rank),glue_cola,18.46901512145996,1112000
xxl-lm-d4-all-og-091621,_Make_sense_yes_no,f1 (Rank),glue_cola,2.70635986328125,1112000
xxl-lm-d4-all-og-091621,_Previous_sentence_acceptable,f1 (Rank),glue_cola,0.8287292718887329,1112000
xxl-lm-d4-all-og-091621,_editing,f1 (Rank),glue_cola,0.5524861812591553,1112000
xxl-lm-d4-all-og-091621,_is_this_correct,f1 (Rank),glue_cola,4.825737476348877,1112000
xxl-lm-d4-091621,_Following_sentence_acceptable,f1 (Rank),glue_cola,79.4886703491211,1100000
xxl-lm-d4-091621,_Make_sense_yes_no,f1 (Rank),glue_cola,13.301088333129883,1100000
xxl-lm-d4-091621,_Previous_sentence_acceptable,f1 (Rank),glue_cola,30.669546127319336,1100000
xxl-lm-d4-091621,_editing,f1 (Rank),glue_cola,73.43244934082031,1100000
xxl-lm-d4-091621,_is_this_correct,f1 (Rank),glue_cola,37.43642044067383,1100000
xl-lm-d4-091621,_Following_sentence_acceptable,f1 (Rank),glue_cola,73.91304016113281,1112000
xl-lm-d4-091621,_Make_sense_yes_no,f1 (Rank),glue_cola,1.3698630332946777,1112000
xl-lm-d4-091621,_Previous_sentence_acceptable,f1 (Rank),glue_cola,1.1034482717514038,1112000
xl-lm-d4-091621,_editing,f1 (Rank),glue_cola,2.4523160457611084,1112000
xl-lm-d4-091621,_is_this_correct,f1 (Rank),glue_cola,2.1947872638702393,1112000
xxl-lm-d4-091621-512,_Following_sentence_acceptable,matthews_corrcoef,glue_cola,0.9967448711395264,1112200
xxl-lm-d4-091621-512,_Make_sense_yes_no,matthews_corrcoef,glue_cola,0.0,1112200
xxl-lm-d4-091621-512,_Previous_sentence_acceptable,matthews_corrcoef,glue_cola,0.0,1112200
xxl-lm-d4-091621-512,_editing,matthews_corrcoef,glue_cola,-1.464603066444397,1112200
xxl-lm-d4-091621-512,_is_this_correct,matthews_corrcoef,glue_cola,8.214058876037598,1112200
xxl-lm-d4-gpt-091621,_Following_sentence_acceptable,matthews_corrcoef,glue_cola,6.257966995239258,1112200
xxl-lm-d4-gpt-091621,_Make_sense_yes_no,matthews_corrcoef,glue_cola,0.0,1112200
xxl-lm-d4-gpt-091621,_Previous_sentence_acceptable,matthews_corrcoef,glue_cola,0.0,1112200
xxl-lm-d4-gpt-091621,_editing,matthews_corrcoef,glue_cola,0.9074171185493469,1112200
xxl-lm-d4-gpt-091621,_is_this_correct,matthews_corrcoef,glue_cola,14.114192008972168,1112200
xxl-lm-d4-all-091621,_Following_sentence_acceptable,matthews_corrcoef,glue_cola,8.444496154785156,1112000
xxl-lm-d4-all-091621,_Make_sense_yes_no,matthews_corrcoef,glue_cola,0.0,1112000
xxl-lm-d4-all-091621,_Previous_sentence_acceptable,matthews_corrcoef,glue_cola,0.0,1112000
xxl-lm-d4-all-091621,_editing,matthews_corrcoef,glue_cola,0.0,1112000
xxl-lm-d4-all-091621,_is_this_correct,matthews_corrcoef,glue_cola,19.732261657714844,1112000
xxl-lm-d4-og-091621,_Following_sentence_acceptable,matthews_corrcoef,glue_cola,-3.9304893016815186,1112000
xxl-lm-d4-og-091621,_Make_sense_yes_no,matthews_corrcoef,glue_cola,0.0,1112000
xxl-lm-d4-og-091621,_Previous_sentence_acceptable,matthews_corrcoef,glue_cola,0.14305000007152557,1112000
xxl-lm-d4-og-091621,_editing,matthews_corrcoef,glue_cola,0.0,1112000
xxl-lm-d4-og-091621,_is_this_correct,matthews_corrcoef,glue_cola,3.7982945442199707,1112000
xxl-lm-d4-091621,_Following_sentence_acceptable,matthews_corrcoef,glue_cola,,1100000
xxl-lm-d4-091621,_Make_sense_yes_no,matthews_corrcoef,glue_cola,,1100000
xxl-lm-d4-091621,_Previous_sentence_acceptable,matthews_corrcoef,glue_cola,,1100000
xxl-lm-d4-091621,_editing,matthews_corrcoef,glue_cola,,1100000
xxl-lm-d4-091621,_is_this_correct,matthews_corrcoef,glue_cola,,1100000
xl-lm-d4-091621,_Following_sentence_acceptable,matthews_corrcoef,glue_cola,2.4766335487365723,1112000
xl-lm-d4-091621,_Make_sense_yes_no,matthews_corrcoef,glue_cola,1.313326358795166,1112000
xl-lm-d4-091621,_Previous_sentence_acceptable,matthews_corrcoef,glue_cola,0.0,1112000
xl-lm-d4-091621,_editing,matthews_corrcoef,glue_cola,0.0,1112000
xl-lm-d4-091621,_is_this_correct,matthews_corrcoef,glue_cola,5.875368595123291,1112000
xxl-lm-d4-091621-512,_GPT_3_style,accuracy,super_glue_cb,76.78571319580078,1112200
xxl-lm-d4-091621-512,_MNLI_crowdsource,accuracy,super_glue_cb,0.0,1112200
xxl-lm-d4-091621-512,_always_sometimes_never,accuracy,super_glue_cb,0.0,1112200
xxl-lm-d4-091621-512,_based_on_the_previous_passage,accuracy,super_glue_cb,80.35713958740234,1112200
xxl-lm-d4-091621-512,_can_we_infer,accuracy,super_glue_cb,78.57142639160156,1112200
xxl-lm-d4-091621-512,_claim_true_false_inconclusive,accuracy,super_glue_cb,1.7857142686843872,1112200
xxl-lm-d4-091621-512,_consider_always_sometimes_never,accuracy,super_glue_cb,0.0,1112200
xxl-lm-d4-091621-512,_does_it_follow_that,accuracy,super_glue_cb,73.21428680419922,1112200
xxl-lm-d4-091621-512,_does_this_imply,accuracy,super_glue_cb,80.35713958740234,1112200
xxl-lm-d4-091621-512,_guaranteed_possible_impossible,accuracy,super_glue_cb,0.0,1112200
xxl-lm-d4-091621-512,_guaranteed_true,accuracy,super_glue_cb,75.0,1112200
xxl-lm-d4-091621-512,_justified_in_saying,accuracy,super_glue_cb,,1112200
xxl-lm-d4-091621-512,_must_be_true,accuracy,super_glue_cb,80.35713958740234,1112200
xxl-lm-d4-091621-512,_should_assume,accuracy,super_glue_cb,78.57142639160156,1112200
xxl-lm-d4-091621-512,_take_the_following_as_truth,accuracy,super_glue_cb,0.0,1112200
xxl-lm-d4-gpt-091621,_GPT_3_style,accuracy,super_glue_cb,82.14286041259766,1112200
xxl-lm-d4-gpt-091621,_MNLI_crowdsource,accuracy,super_glue_cb,0.0,1112200
xxl-lm-d4-gpt-091621,_always_sometimes_never,accuracy,super_glue_cb,0.0,1112200
xxl-lm-d4-gpt-091621,_based_on_the_previous_passage,accuracy,super_glue_cb,73.21428680419922,1112200
xxl-lm-d4-gpt-091621,_can_we_infer,accuracy,super_glue_cb,69.64286041259766,1112200
xxl-lm-d4-gpt-091621,_claim_true_false_inconclusive,accuracy,super_glue_cb,0.0,1112200
xxl-lm-d4-gpt-091621,_consider_always_sometimes_never,accuracy,super_glue_cb,0.0,1112200
xxl-lm-d4-gpt-091621,_does_it_follow_that,accuracy,super_glue_cb,69.64286041259766,1112200
xxl-lm-d4-gpt-091621,_does_this_imply,accuracy,super_glue_cb,71.42857360839844,1112200
xxl-lm-d4-gpt-091621,_guaranteed_possible_impossible,accuracy,super_glue_cb,0.0,1112200
xxl-lm-d4-gpt-091621,_guaranteed_true,accuracy,super_glue_cb,73.21428680419922,1112200
xxl-lm-d4-gpt-091621,_justified_in_saying,accuracy,super_glue_cb,75.0,1112200
xxl-lm-d4-gpt-091621,_must_be_true,accuracy,super_glue_cb,69.64286041259766,1112200
xxl-lm-d4-gpt-091621,_should_assume,accuracy,super_glue_cb,73.21428680419922,1112200
xxl-lm-d4-gpt-091621,_take_the_following_as_truth,accuracy,super_glue_cb,0.0,1112200
xxl-lm-d4-all-091621,_GPT_3_style,accuracy,super_glue_cb,85.71428680419922,1112000
xxl-lm-d4-all-091621,_MNLI_crowdsource,accuracy,super_glue_cb,0.0,1112000
xxl-lm-d4-all-091621,_always_sometimes_never,accuracy,super_glue_cb,0.0,1112000
xxl-lm-d4-all-091621,_based_on_the_previous_passage,accuracy,super_glue_cb,83.92857360839844,1112000
xxl-lm-d4-all-091621,_can_we_infer,accuracy,super_glue_cb,85.71428680419922,1112000
xxl-lm-d4-all-091621,_claim_true_false_inconclusive,accuracy,super_glue_cb,32.14285659790039,1112000
xxl-lm-d4-all-091621,_consider_always_sometimes_never,accuracy,super_glue_cb,0.0,1112000
xxl-lm-d4-all-091621,_does_it_follow_that,accuracy,super_glue_cb,69.64286041259766,1112000
xxl-lm-d4-all-091621,_does_this_imply,accuracy,super_glue_cb,82.14286041259766,1112000
xxl-lm-d4-all-091621,_guaranteed_possible_impossible,accuracy,super_glue_cb,0.0,1112000
